Nombre,Comentarios
Lavalle's Pastelería,"Están muy ricos pero tengan cuidado si van a encargar un pastel para un día específico, nosotros encargamos y cuando fuimos por el nos dijeron que no lo hicieron"
Lavalle's Pastelería,Holi! Todo lo que tienen es súper rico! Amo las tartaletas de fruta y ahora soy fan de los brownies!
Lavalle's Pastelería,Impresionante el de queso bola y fudge 🤤
Lavalle's Pastelería,"Pésimo servicio, me quedaron mal con la hora de entrega del pastel y cuando lo entregaron, no fue lo solicitado.

Cobran muy caro para hacer un trabajo muy mediocre!!

NO recomiendo en absoluto esta porquería!!!"
La Pasteque,Excelente calidad y servicio de pasteles personalizados y repostería! Super recomendado 🙂
La Pasteque,
Pastelería Chocolala´s Cakes,
Pastelería doña Anita,"Su nombre lo dice todo, auténtica y excelente pastelería yucateca. Deliciosos pasteles con merengue real. Nada de crema Chantilly."
Pastelería doña Anita,"Hola! Todos los pasteles están riquísimos. Tienen una súper variedad de sabores y antojos para todo tipo de eventos. Lo único que me causa conflicto es el hecho de que todos los pasteles estén congelados, pero aún así están súper buenos."
Pastelería doña Anita,"pesimo servicio, NO se los recomiendo, ya que jamas llego mi pedido y cuando hable me salieron con que jamas sacaron mi servicio a domicilio y que ni habia repartidor.
Mejor irse a otra pasteleria, esta de plano NOO"
Pastelería doña Anita,"Terrible y asqueroso pastel de atropellado , primera vez que esta pastelería me deja mal y de la peor manera.  Me arrepiento de no haberlo comprado en Beatriz Casellas , pero no me vuelve a pasar.  El pastel costó 400 pesos (el más chico)."
Pastelería doña Anita,"Muy recomendable sus pasteles, tienen un precio poco elevado pero lo valen."
Pavlova casa pastelera,"El mejor cheesecake que he probado, la pavlova y el mostachón muy sabrosos, sin duda se nota que preparan todo con mucho amor, espero nunca pierdan ese toque. La atención y la calidad de primera 🥳🎉"
Pavlova casa pastelera,"Muy buenos, yo probé los macarons y estuvieron deliciosos, se encargan con 4 días de anticipación y si estás cerca tienen servicio a domicilio"
Pavlova casa pastelera,"Magníficos pasteles, postres deliciosos y con mucha dedicación por la chef"
Pavlova casa pastelera,"Deben probar el mostachon, es un postre delicioso.
Los pasteles son riquísimos en sabor y textura, aparte los personalizados les quedan muuuuy bien."
Pavlova casa pastelera,"Tienen un muy buen servicio, son muy amables y Todo está Muy Rico."
Mom's Cake Pasteleria Y Reposteria,"Compré el pastel combinado de chocolate y tres leches el cual esta muy rico. No está muy dulce que empalague y el precio está  bien. También probamos los Brownies y están super ricos, me supo a los keykitos de los 90's. Los recomiendo."
Mom's Cake Pasteleria Y Reposteria,"Solo pruébalos, no te arrepentirás!!! 😊"
Mom's Cake Pasteleria Y Reposteria,Tengo más de 5 años comprando el pastel de 3 leches para el cumple de una tía o de mi hijo y sigue igual de Rico
Mom's Cake Pasteleria Y Reposteria,"Un cabello gigante en mi pastel, asco total. En tiempos de covid deberían ser mucho más higiénicos de lo habitual."
Mom's Cake Pasteleria Y Reposteria,Ricos los pasteles recomendado al 100
Flummery Bakery,"Pedí el pastel con tan solo un día de anticipación, el servicio muy bueno , oportuno y muy bonito trabajo . El sabor del pastel muy rico .
¿Volvería a pedir otro ? Por supuesto"
Flummery Bakery,"Pésimo servicio, venden pasteles echados a perder, te hacen regresar por tu dinero y resulta que no te lo dan, que hasta que ellos se desocupen y mientras tanto tu fiesta se queda sin pastel… Lastima después de 4 servicios toparnos con este tipo de situaciones tan desagradables"
Flummery Bakery,"Buena presentación pero solo eso, el pan estaba seco aparte que el exterior de la charola venía sucio y ni lo limpiaron,sin ganas de regresar, lástima…"
Flummery Bakery,"Pésimo Servicio!! Me entregaron un pastel de merengue inflado, esto supuestamente sucede que por estar muy mojado el pan, el mayor problema es que nos entregaron un pastel echado a perder… Solo de probarlo hasta dolor de estómago me dio. Les pides reembolso del dinero y te dicen que te van a dar el efectivo, vas a la pastelería a qué te hagan entrega del efectivo y que siempre no, que te harán transferencia pero hasta que se les antoje. Y no obstante y cínicamente mandan a la policía cuando lo único que estás pidiendo es la justa devolución por un mal servicio. No se pusieron a pensar en todo lo que conlleva invertir para pagar algo de “calidad” y te entreguen algo malo y además no se quieran hacer responsables. Al final hicieron la devolución del $, pero eso no quita el mal rato que pasamos y que me haya perdido la fiesta de mi sobrino.

Haaaaaaa para TODO esto la dueña de la pastelería jamás dio la cara y jamas pudimos hablar con ella, todo fue a través de su empleado."
Flummery Bakery,"Muy bonito lugar, muy buena atención y el pastel que compre muy rico, fue de oreo y el precio se me hizo Justo !!! Recomendado"
Pastelería Doña Anita - Maya,"La Pastelería Doña Anita es absolutamente genial. Pedí una tarta tiramisú para mi esposa para su CUMPLEAÑOS.
1. El consejo fue profesional y muy innovador.
2. El servicio de entrega a tiempo y fiable.
3. El pastel era excelente y de la mejor calidad.
Puedo recomendar esta Pastelería con la conciencia tranquila."
Pastelería Doña Anita - Maya,"Pésima atención al cliente .

Estoy súper decepcionada :(

Cuando venimos a merida casi siempre venimos por 1/4 de pastel de 3 leches ya que es  nuestro favorito de todo el mundo .

Pedí la mitad de un pastel y le dije a la empleada si podría cortármelo en 4 rebanadas ya que le expliqué que lo comemos en el auto antes de salir a carretera y ella muy amable me lo corto y guardo en 4 recipientes .
Pague y nos fuimos y en el auto ya saqué las rebanadas Para empezar a comerlas .
De pronto mi esposo mi hijo y yo al mismo tiempo decimos : guácala !!
Todos sentimos un sabor agrio e inmediatamente nos dimos cuenta que no tenia el sabor de siempre .
Y como aún estábamos cerca pues regresamos y me bajé para decirles que me daba mucha pena pero que no podemos comer estas rebanadas de pastel porque estaban agrias .

Entonces salió una señora que no tenía el mismo uniforme que la cajera , supongo que era la encargada o algo así .
Abrió una rebanada y la pellizco con los dedos y se la metió a la boca para después decir : claro que no está agrio ! Sabe bien !
Y después en frente de mí le dijo a la señorita que antes me atendió muy amable :
Esto no se hace ! Si se compra un medio , se le da un medio , no se le divide en octavos porque esto ya tiene otro costo !

Se me hizo de pésimo gusto que ella le explicara esto cuando yo estaba ahí .

Y pues bueno le dijo que iría a decirle a la dueña para que lo probara , se fue atrás a la cocina y regreso sola , sin la dueña ni nadie y me dijo : pues que se le regrese su dinero que está bien .

O sea que ? A la “dueña” no le interesó probar el pastel y sólo le dijo a esa señora que me regresara el dinero .

Yo le conteste : yo no quiero dinero yo quiero pastel , no vino aquí y cuando vengo quiero comer este pastel .
Y pues nada ... me dijo : pues no hay , si quiere otro se le puede dar pero este no está malo .
Y le dije : pues pruébelo de aquí abajo no de arriba que está todo el merengue y sabe dulce , y ella dijo : no lo puedo probar de ahí porque Hay una pandemia .
Le dije : pues pruebe este que no se toco , es el de mi hija pequeña .
Y ella dijo: pues Esque usted tiene un gusto diferente y no le voy a poner a ver quien tiene la razón .

O sea a esta señora nunca le explicaron los principios de atención al cliente :(

Entonces pues ... me regresaron mi dinero y me fui sin pastel .
Y es la primera vez en la vida que me pasa algo así de decir que algo sabe mal y te digan : claro que no !
Pffff
Que pésima atención .
Negocios así en merida que ya tienen clientes desde hace años ya no se preocupan por perder uno así que yo solo les digo : cuidado !
Porque ya tienen su fama y ya no se esfuerzan y ya no les importan si sus pasteles están podridos , total ya son negocios fuertes y por eso les vale .

Y quiero finalizar diciendo que la cajera muy amable me dijo : ojalá mañana pueda venir para quitarse el mal sabor de boca pues mañana hay pasteles nuevos .

Increíble no ?
La empleada más preocupada por el cliente .
A la dueña y a la encargada les valió 3 kilómetros de ........"
Pastelería Doña Anita - Maya,Los pasteles más ricos que he probado en mi vida!
Pastelería Doña Anita - Maya,El pastel que compramos está seco y no hubo cambio ni descuentos. Tuvimos que comprar otro pastel en otro lado claramente.
Pastelería Doña Anita - Maya,El. Pastel de choco fresa esta delicioso 😋
Marva Olivares CakeArt,Sus mesas de postres quedan preciosas
Marva Olivares CakeArt,
Pastelería Mariana Azcorra,"Feliz por la apertura de esta sucursal, me quedó mas cerca!!!
Son los mejores pasteles de Merida, excelente calidad, felicidades!!"
Pastelería Mariana Azcorra,"Hace tres días en la tarde/noche fui por una rebanada de pastel de queso de bola, desde que lo probé su sabor no me gustó, aún así mi pareja y yo lo comimos (mal de nuestra parte), al otro día amanecimos enfermas (Diarrea y vomito) fuimos al doctor y nos dijo que teníamos una gastroenteritis por comer algo infectado, la peor de las experiencias, jamás volvería a consumir en este lugar."
Pastelería Mariana Azcorra,"Esta super deli, muy frescos todo y excelente calidad 👌, mega recomendado"
Pastelería Mariana Azcorra,"El día de ayer fui con mi pareja por un pastel de queso de bola ,nos hizo un salir horrible
Fuimos a dar hasta el hospital de el dolor , muchas personas pensamos que entre mas caro mejor calidad pero no fue así,cero recomendable !!!"
Pastelería Mariana Azcorra,"Pedí un pastel de zanahoria para la celebración del cumpleaños de mi madre.  el diseño del pastel fue hermoso y el sabor y la textura fueron éxitos absolutos.  mi familia vive en todo el mundo y somos grandes amantes de la comida, ¡todos estuvimos de acuerdo en que este era uno de nuestros pasteles favoritos hasta la fecha!"
Casa de pan merida,Excelente lugar. Los únicos panes que veo de esa calidad y muy rico todo.
Casa de pan merida,"Súper delicioso el sabor del pan, fresco, suave y la atención increíble, muy amables
Me encantó"
Casa de pan merida,"Excelente sabor, el mejor Pan que he probado en las Américas"
Casa de pan merida,"Excelente servicio, calidad y sabor del pan. 🥳😋😋😋😋"
Casa de pan merida,Pase y está cerrado y no responden al teléfono
Pan Montejo Temozón,Me encanta el pan de la Panificadora Montejo (matriz). El día de hoy compré por primera vez en esta sucursal (Temozón) y todo súper bien.
Pan Montejo Temozón,"Era de mis panaderías favoritas pero ya van dos ocasiones en las que compro y cualquier pan está seco y tiene un sabor entre jabonoso o perfumado que le deja un sabor muy desagradable, ojalá que eso pueda mejorar."
Pan Montejo Temozón,"Recién abrieron el pan era rico, algo dulce pero bien, aunque de un día a otro elevaron sus precios y no tenían mucho de recién abrir, después un día cerraron temprano y solo taparon el pan, regrese al día siguiente y no abrieron, volví al siguiente y ya abierto estaban vendiendo el mismo pan que ya tenía días, estaban los mismos panes en el mismo sitio, por supuesto no compré. Con el tiempo decidí darle otra oportunidad y compre constantemente durante días y lo feo es que el pan sabe cada vez más  a perfume, no sé si se le impregna de algún sitio pero ya no se disfruta. Ya no he regresado"
Pan Montejo Temozón,Tienen buen surtido de pan y fresco
Pan Montejo Temozón,Muy rica la rosca de reyes👌🏻
Luvân Pan Artesanal,"La pizza es muy rica y sus Croissant son deliciosos. No tienen ninguna bebida fría, aunque quería un latte frío no contaban con hielo tampoco. No es un inconveniente pero ese día había mucho calor y prefería algo frío que una bebida caliente."
Luvân Pan Artesanal,Excelente panadería. Encuentras pan de masa madre en distintas versiones y el pan dulce es espectacular.
Luvân Pan Artesanal,"El cuernito de almendras es delicioso. Deben acudir temprano si quieres probarlos.
El pan de masa madre tiene una suavidad exquisita. No recuerdo el nombre de el pan que comparto en la fotografía, pero lleva durazno y esta tremendo.
Tengo la intención de probar el pan recién hecho, sospecho que sabrán mucho mejores. 🙏🏼"
Luvân Pan Artesanal,"Me pareció extraño que sólo ofrecen bebidas de café caliente y tienen opciones muy limitadas. Manejan pocas piezas de pan, así que recomiendo ir temprano para tener más opciones. En general da la impresión que apenas están empezando y tienen que afinar varios detalles del menú."
Luvân Pan Artesanal,"El último domingo de noviembre fuimos a esta panadería artesanal, la cual descubrimos gracias a Google Maps. Llegamos antes del horario de apertura y nos dio mucho gusto que abrieron con puntualidad inglesa exactamente a las 9:30 a.m. Nos interesó el pan de semillas, el foccacio de tomate y unos roles con chocolate y guayaba, los cuales estaban literalmente saliendo del horno."
Corazón de pan,"Las Donas estan ricas. El Croissant de almendras NO, carísimo y el pan no era del día, no vale lo que cuesta."
Corazón de pan,"Muy buena panadería, tiene diversidad de opciones de pan y SIEMPRE fresco que es imprescindible al comprar un producto como este. El personal se nota que está bien capacitado, el café está muy rico, buen sabor y balanceado. De los mejores que he probado en Mérida."
Corazón de pan,"No importa la distancia, los conocí hace 3 años; el crecimiento es evidente. Sin dudarlo el mejor pan de Mérida. Gran, gran producto."
Corazón de pan,"Todo aquí es rico.

Su pan dulce es delicioso.

Lo salado la focaccia deliciosa y sus panes de masa madre .

El único detalle son sus horarios muy limitados ."
Corazón de pan,"Simplemente delicioso, tienen una gran variedad de pan empanadas de nutella, donas de canela, donas de chocolate, pan de caja, conchas, galletas y mucho más. El lugar esta muy limpio y con todos los protocolos por el COVID-19 recomendables ampliamente, muchas felicidades a Corazón de Pan"
"""El pan de cada día""",Pan muy rico 😋
"""El pan de cada día""","Pan delicioso !!! Los dueños súper amables y atentos , mucha variedad de pan y postres 😋"
"""El pan de cada día""",¡¡Excelente pan hecho con los mejores ingredientes y sabor completamente casero!! No me lo pierdo.
"""El pan de cada día""","Muy rico esas conchas exelentes , es muy grato platicar con los dueños"
"""El pan de cada día""",Excelente
Mercado de Pan,"Es un excelente lugar si buscas panes, son tan buenos que tienes que ir temprano o hacer tu pedido con anticipación para que no te quedes sin el que deseas. Solo es pago en festivo y transferencia así que ve preparado. Hay pasteles, panas de masa madre, croissants de distintos sabores... y si quedan productos del día anterior puede que te dejen más barato."
Mercado de Pan,"De los mejores panes que puedes probar en Mérida. Sabores muy ricos, son elaborados con masa madre y del día. Hay panes de caja de diferentes semillas, ¡sí recomiendo totalmente comprar panes ahí!"
Mercado de Pan,"You want a very good bread, here is the place, fresh and great flavor. Quieres un buen pan con sabor, este es el lugar para comerlo fresco y sabroso."
Mercado de Pan,"Pan rico, recién hecho y a buen precio.
Tienen variedad de producto, desde pan de caja y ahí mismo te puedes comer un sandwich, hasta galletas.
Puedes escoger una pieza de pan dulce, y te sirven una taza de café americano con el pan que elegiste calientito.

Buena atención, la chica es amable y servicio rápido.
Puedes también pedir para llevar.

Sobre los precios: café americano + 2 piezas de pan dulce + paquete de 2 galletas + un tipo empanada de jamón con aceitunas = $97

Recomendación: chocolatín recién hecho a las 10 am

Tiene estacionamiento"
Mercado de Pan,"Excelente lugar su pan está riquísimo los miércoles tienen la promoción de 3x2 súper recomendable y lo que me gusta es que te dicen este pan es de hoy y este quedó de ayer a menor precio eso realmente eso casi nadie lo hace, el café no lo he probado pero huele muy buen, el pan de los mejores de Merida felicidades"
PAN CAKE,"Super recomendable esta panaderis, pan casero y delicioso"
PAN CAKE,Recomendado. Muy rico el pan y variedad de postres
PAN CAKE,"Que buenas las barras, y los rolle dulces son ricos. Tambien los berlines! Recomendado."
PAN CAKE,"Bastante variedad, postres de temporada para regalar"
PAN CAKE,Amo sus panes
Pan Montejo Fco.de Montejo,"Muy buen pan francés, pero el pan dulce esta muy caro"
Pan Montejo Fco.de Montejo,*Mi calificación es en cuanto al pésimo servicio al cliente.* La vendedora de la sucursal Francisco de Montejo no tiene cuidado al manipular el pan. Compré un pan de higo y tiró al suelo los higos que estaban en la parte superior al momento de pasarlos a la bolsa y en lugar de disculparse me dijo que si quería me lo cancelaba. Esa no es una buena manera de vender ni atender a los clientes ರ╭╮ರ
Pan Montejo Fco.de Montejo,Muy ricas las empanadas de camote y hojaldra de jamón con queso!!!
Pan Montejo Fco.de Montejo,"La chica que está encargada en la sucursal Fco de Montejo es pésima en su trabajo. No está informada de nada, le preguntas si hay x pieza o si le surten más tarde y no sabe darte horarios ni mucho menos. ATENCIÓN a quienes pones de encargados en una sucursal."
Pan Montejo Fco.de Montejo,"El pan es regular, para mí gusto, hay que llegar a buena hora por que el pan salado se gasta bastante rápido si eso buscas, precios regulares para el producto"
Pan Arte-Sano,Es portón café rústico
Pan Arte-Sano,
La Canasta del Pan Mérida,"Muy variado, todo muy rico y la señora es muy amable. Excelente servicio 🥰"
La Canasta del Pan Mérida,
Pandé Panadería y Repostería,"Una repostería muy bonita. Tiene cupcakes de zanahoria, mini tartas,  pasteles, panes, algunos son de línea healthy. El sabor es rico . No esperes encontrar pasteles grandes a menos que sean sobre pedido, el que probamos era el de un pay de guayaba de $300 (aproximadamente)  es mediano a  chico , como para 4-5 personas con una rebanada no tan grande.  La atención de la chica muy buena.
Sería bueno que en la tienda se mostraran los precios de los productos, así no está uno preguntando 🤭 ."
Pandé Panadería y Repostería,"Muy amable el chico que atiende, muy lindo el lugar.
No me gustó nada ni el brownie con xilitol ( consistencia como de pan viejo) ni el pastel fudge, muy muy dulce."
Pandé Panadería y Repostería,Muy malo pedí un pastel para diabeticos el cual me aseguraron que era sin azúcar y era la miel en planta la verdad no lo recomiendo
Pandé Panadería y Repostería,"Probé el cheesecake de fresas, la presentación y empaquetado estaba decente sin embargo a mi parecer de artesanal no tiene nada en especial, los ingredientes se sienten demasiado procesados, sentí que comí un cheesecake de supermercado, tenía un sabor extremadamente dulce, quedé decepcionada."
Pandé Panadería y Repostería,"El pastel de queso de bola sin gluten con merengue natural es otro nivel!! Está delicioso ampliamente recomendado 😍 La atencion de Yafet en el mostrador , inmejorables"
PAN Perlita,Pan dulce ya casi no venden. Solo pan blanco y se vende rápido.
PAN Perlita,Es un horrible lugar con poca higiene
PAN Perlita,Excelente servicio y atención al cliente 😁. Rico pan
PAN Perlita,"La peor panadería que he visitado, todos los panes saben igual de incipidos, seguramente los jefes les dicen a los empleados que vendan el pan que ya tiene mojo para que no pierdan"
PAN Perlita,"Ya no es e mismo pan que conocí, y comí, solo le queda la fama  ni pan francés hacen, solo media noches con molde de pan francés
Por eso una estrella 🌟 estrellada"
Comida,
Comida Casera la vida es bella,
Chang Hing,"Muy bien en relación calidad, cantidad y precio a diferencia de los otros restaurantes en Plaza la Isla Mérida, por $140 te dan dos guisos, dos complementos y una agua fresca. Rico :)"
Chang Hing,"Puedes escoger entre pollo picante, pollo con brócoli, puerco picante y puerco con brócoli, esta rico y bien servido, pero para mi gusto es desagradable que el pollo lleve piel y pellejos."
Chang Hing,Ya no es la misma calidad de cuando estaba el dueño cocinando
Chang Hing,"Este lugar sirve comida china como bien saben, pero ellos solo observan el frente y no saben lo que pasa en la cocina, la higiene no es del toda completa les recomiendo no comer mas ya que si le dijera lo que vi dejaria muchos problemas."
Chang Hing,"La comida está buena, falta variedad en los platillos"
"Cocina "" El Buen Comer """,Muy rica la comida y desayunos con precios accesibles
"Cocina "" El Buen Comer ""","Un lugar para desayunar económico, limpio y con buena atención!"
"Cocina "" El Buen Comer ""","Un lugar local, comida casera de muy buena calidad, el precio un poco alto pero de ahí todo bien."
"Cocina "" El Buen Comer ""","La comida rica, a buen precio, el pero es que no tienen servicio de sanitario. El lugar sencillo pero lindo y se siente uno relajado. Te atienden bien."
"Cocina "" El Buen Comer ""","Super bien, muy buenos precios y platillos muy variados, un excelente lugar para comer y muy rico"
Mi Veracruz Comida tradicional,"Qué fortuna fue haber descubierto este lugar!
Todos exquisitamente DELICIOSOOOO!!! Por fin me pude comer mi chanchamito como Dios manda. La dobladora Catemaqueña a otro nivel.
Sirven de comer rapidísimo y nos la pasamos muy bien 🥰♥️ No se olviden de pedir su lechero!"
Mi Veracruz Comida tradicional,"Muy rica comida, buen sazón
Aunque pequeño, es cómodo y limpio, te atienden rápido y son muy amables.
El menú es muy variado y si sabe a los platillos típicos veracruzanos.
El mole me encantó, lo hacen ahí, las picaditas muy buenas y muy buen café. Muchas felicidades!"
Mi Veracruz Comida tradicional,"Es un lugar diferente, comida veracruzana con todo el toque hogareño, lo recomiendo por su servicio y todas las delicias que puedes probar que van desde una empanadas hasta memelas y cecina huasteca entre muchas cosas más, de verdad tienes que probarlo!!!"
Mi Veracruz Comida tradicional,"Delicioso... Todo el menú... Excelente servicio... Regresaré

Solo tengan cuidado por que nunca quieren facturar y ponen peros"
Mi Veracruz Comida tradicional,"Conocí el restaurante recientemente y me gustó bastante. Las porciones son grandes y los precios mucho mejores que la mayoría de los restaurantes. Muy buen servicio también. Tuvimos que esperar unos 15 minutos porque había espera, no hay muchas mesas en total, se ve que era una casa residencial. Regresaré en otra ocasión."
Comida casera d'rosa,
Cocina Económica la mestiza,"Buenas proporciones a un precio muy accesible. Las órdenes están super bien servidas, así que recomiendo pedir media orden de lo que quieran comer."
Cocina Económica la mestiza,Precios accesibles lastima que de beber solo tienen refresco aveces se prefiere un agua de horchata o Jamaica para mi gusto. Vende bien por lo que hay que ir temprano o comerás siempre empanizado.
Cocina Económica la mestiza,Excelente lugar muy rica la comida y muy bajos precios además de servirte buenas porciones lo recomiendo ampliamente.
Cocina Económica la mestiza,"Recomiendo este lugar ya que tiene variedad de guisos caseros como por ejemplo mole, pozole, fríjol con puerco, pechuga entre otros y todos los días hay guisos diferentes, además que el $$ precio es muy accesible y justa"
Cocina Económica la mestiza,Comida a super bien precio y porciones grandes
Arábe Tapatío,"A veces sus tacos te lo sirven con buena porción de carne y a veces una mentada, hay que reconocer que tiene gran variedad de topping  para agregarle a tus tacos, el precio es elevado para el rublo de  negocio (taquería) lo rico es que le agregas tus ingredientes favoritos, me gasté en 4 tacos y un refresco $250 más propina"
Arábe Tapatío,"NO VISITEN ESTE LUGAR ES EL ÚNICO Y APROVECHAN ESO, LA COMIDA ESTA HORRIBLE PIDES TACOS DE ALGO Y ES TORTILLA CON CEBOLLA, PARA LA BARRA DE SALSA ESPÉRATE 5 MIN Y TE SIRVEN LO QUE QUIERES, DEJA MUCHO QUE DESEAR CON LA ATENCIÓN, NO ES BUENA
ES TERRIBLE.
NO HAY BAÑOS DISPONIBLES EN LA PLAZA Y ELLOS TAMPOCO TIENEN O POR HUEVONES NO LO HABILITAN EN HORARIO DE 3'00 AM A 4,'00 AM.

ATENGANSE A LAS CONSECUENCIAS."
Arábe Tapatío,"Buen servicio y atención, la comida muy rica, gran variedad de toppings y salsas."
Arábe Tapatío,"Un lugar para todos los amantes del taco. El concepto es pedir tu taco base y llenarlo de los toppings disponibles en barra que van desde frijoles, chicharrón, etc. Precio accesible y ambiente agradable aunque pequeño y en caso de lluvia el interior solo alberga 2 mesas."
Arábe Tapatío,"Definitivamente, el mejor lugar de tacos, costras, nachos y tortas. Ingredientes extras y salsas para gustos varios. Lugar para ir solo o pasarla con amigos."
Cocina Rosina,"Es un mostrador donde te entregan tu pedido y están despachando los diferentes guisados. Tienes que llegar con un costal de paciencia y tolerancia, para esperar y ver de qué humor va estar el que te toca despacharte y con mucha suerte."
Cocina Rosina,Si estás en el norte y buscas cocina económica es muy buena opción pero hay que llegar temprano o llamar antes y tener paciencia en lo que recibes tu pedido. Porciones muy buenas y a buen precio.
Cocina Rosina,"Es delicioso y te dan unas porciones muy bien servidas, siempre esta lleno y no me sorprende, pero a pesar de eso es rapido el servicio."
Cocina Rosina,"Muy buena sazón y variedad en las comidas. La ración es abundante y rinde para dos personas. Adicional a los guisos diarios ofrecen pechuga a la plancha, parmesana, empanizado y pollo asado. También hay órdenes de guacamole y plátano frito. Puedes llamar y encargar tu comida o ir directamente a comprarla. Desde la mañana están tomando pedidos y tienen mucha demanda, por lo que sugiero que vayas temprano. Tienen un mostrador para los que  encargan  comida por teléfono y la van a buscar, y otro mostrador para los que no encargaron. Puedes llevar tus trastes o te pueden dar desechables. No olvides llevar una bolsa para guardar los empaques con la comida."
Cocina Rosina,Muy rica la comida y bien servida por lo q cuesta!!!... recomendado!!!
"Comida Casera ""Doña Mari""","Atentos puntuales y buen sazón yucateco. Únicamente el pollo asado me queda a deber, su recado no me gustó, pero por lo demás muy rico . Poc chuc los sábados x kilos y fines de semana panuchos!! Tiene servicio a domicilio con costo incluido"
"Comida Casera ""Doña Mari""",Muy buen servicio excelente sabor casero y variedad muy rico todo y eñ servico de entrega muy confiable
"Comida Casera ""Doña Mari""","Muy rica la comida y todo limpio, y los panuchos . salbutes . caldos están muy ricos"
"Comida Casera ""Doña Mari""",Mi cena navideña deliciosa. La comida casera del día está muy poquita.  +
"Comida Casera ""Doña Mari""",Muy rica la comida
"""Doña Magally"" Comida casera para llevar",Bueno y barato soy cliente frecuente. Auténtica comida casera
"""Doña Magally"" Comida casera para llevar","Comida casera para llevar, deliciosa"
"""Doña Magally"" Comida casera para llevar",Muy rica la comida!!! 😋😋
"""Doña Magally"" Comida casera para llevar",
"""Doña Magally"" Comida casera para llevar",
El Cerdito Mid,"Me encanta el sabor de sus tortas, en especial de el asado y el lechón, muy buenas en calidad y sabor. No las cambio por nada 🥰"
El Cerdito Mid,Me gustó mucho la de carnita asada con sus salsitas 🤤 y ni que decir del lechón. La barra de pan muy buena 👌🏼
El Cerdito Mid,"La comida está deliciosa, los tacos de asado están exquisitos."
El Cerdito Mid,
"Cocina Gloria, comida casera para llevar",Excelente todos los guisos que preparan oa atencion de su propietaria gloria y s de du hermana gina recomendable al 100 porciento
Sonora Grill,"Buen lugar para cenar con un excelente ambiente y buena música, aconsejo pedir mesa en el área de terraza techada.
Si van con niños pedirla en el salón y cuentan con un área para niños en la cual puedes dejarlos.
La comida es buena pero no excelente. Y las bebidas son muy ricas."
Sonora Grill,"Es una buena opción, el lugar es agradable y la comida buena. Pedimos varias cosas todo bien, excepto al final que la atención al cliente fue mala se olvidaron de nosotros."
Sonora Grill,"El lugar está bonito y elegante, es una franquicia reconocida, así que obviamente no es nada barato.
El servicio de los meseros es bueno, nuestro mesero Angel muy atento y se la rifó bastante bien, dio la cara por todos los problemas de cocina y el bar ¡terrible!: 1-pedimos una parrillada para 3 personas y nos informó que no tenían la cerveza de la casa (que viene incluida en el paquete), 2- pedimos también la orden de medio pollo y después de 40 minutos de espera, el mesero tuvo que regresar a decirnos que solo les quedaba 1/2 pollo para la parrillada así que la orden individual tenía que cancelarse y cambiarlo por otro platillo (pedimos la ensalada Torre de jitomate), 3- cuando por fin llegó la parrillada, el pollo llegó semicrudo, tuvimos que pedir que lo regresaran al horno a que terminaran de cocerlo, 4- pedimos 2 postres de Mocka Cake, el pobre mesero apenadísimo regresó a decirnos que solo podían darnos 1, y nos ofreció cambiarnos el otro por cualquier otro postre sin costo, porque ya habían sido muchos faltantes en nuestro pedido.
Lo peor de todo fue el tiempo de espera, estuvimos en el restaurante un aprox de 3 hrs, y de ese tiempo esperamos casi 2 hrs por nuestra comida!!! éramos un grupo de 7 adultos y 2 niños, aún así tampoco era para esperar tanto tiempo, sobre todo por la comida de los niños que ya se nos morían de hambre.
Es increíble que un restaurante de ese nivel y de esos precios tengan tan mala organización en su cocina, deja mucho que desear.
Otra cosa es que la música la tienen demasiado alta, no puedes platicar a gusto, tienes prácticamente que estar gritando.
Nosotros fuimos ahí porque estamos de visita en Mérida y quisimos celebrar un cumpleaños porque en la CDMX nos han atendido muy bien y rápido, pero aquí definitivamente es todo lo contrario.
La verdad NO regresaríamos."
Sonora Grill,"La comida está rica. Buena carne y cortesías. Aún qué está bastante caro.
El pollo asado está bien, cumple. Nada espectacular.
Te dan frijoles y helado de cortesía que están bien.
Los tacos de ribeye súper ricos, pero bastante caros $320 por 4 tacos."
Sonora Grill,"El restaurante no está nada mal, con respecto al ambiente está genial y si dan buen servicio, ahora con la comida realmente no está mal pero siento que falta más variedad hay poco platillos. Por mencionar un platillo para degustar sería la arrachera."
Wi'ijen desayunos y comidas,"Un lugar excelente para desayunar y almorzar, buenas porciones para quedar satisfecho y deliciosos postres para complementar. Un arroz con leche riquísimo o gelatinas deliciosas. Vengo diario a este lugar."
Wi'ijen desayunos y comidas,"Buenas porciones.
Atención muy gentil
Precio Justo y el sazón es bueno"
Wi'ijen desayunos y comidas,"Comida muy deliciosa, con gran atención al cliente y buen ambiente."
Wi'ijen desayunos y comidas,"Excelente servicio, buenos precios y variedad dependiendo del día, muy recomendable!"
Wi'ijen desayunos y comidas,"Excelente opción para almorzar y desayunar. Muy buena sazón y calidad, con precios accesibles. Siempre son muy atentos y amables en el servicio."
"Cocina Económica, Comida para llevar","SAZON NORMAL, SIN GRANDES PRETENCIONES, LA IDEA ES COMER Y A BUEN PRECIO, SIN DEJAR DE LADO LA HIGIENE, RECOMENDABLE."
